Column|suffix|OriginalColumn|Format|QuestionText|dtcode
q107_6_africa|_africa|q107_6|CURRENCY|High net worth individuals /Family offices - Non-listed debt products|24_48
q10ROW7_hidden_africa|_africa|q10ROW7_hidden|CURRENCY|High net worth individuals /Family offices TOTAL|24_49
q10other_africa|_africa|q10other|CURRENCY|Other (please specify)|24_50
q108_1_africa|_africa|q108_1|CURRENCY|Other - Non-listed/ commingled real estate funds/private REITs|24_51
q108_2_africa|_africa|q108_2|CURRENCY|Other - Separate accounts investing directly into real estate|24_52
q108_3_africa|_africa|q108_3|CURRENCY|Other - Separate accounts investing into indirect vehicles|24_53
q108_4_africa|_africa|q108_4|CURRENCY|Other - Joint ventures and club deals|24_54
q108_5_africa|_africa|q108_5|CURRENCY|Other - Funds of funds|24_55
q108_6_africa|_africa|q108_6|CURRENCY|Other - Non-listed debt products|24_56
q10ROW8_hidden_africa|_africa|q10ROW8_hidden|CURRENCY|Other TOTAL|24_57
q10COL1_hidden_africa|_africa|q10COL1_hidden|CURRENCY|Non-listed/ commingled real estate funds/private REITs TOTAL|24_58
q10COL2_hidden_africa|_africa|q10COL2_hidden|CURRENCY|Separate accounts investing directly into real estate TOTAL|24_59
q10COL3_hidden_africa|_africa|q10COL3_hidden|CURRENCY|Separate accounts investing into indirect vehicles TOTAL|24_60
q10COL4_hidden_africa|_africa|q10COL4_hidden|CURRENCY|Joint ventures and club deals TOTAL|24_61
q10COL5_hidden_africa|_africa|q10COL5_hidden|CURRENCY|Funds of funds TOTAL|24_62
q10COL6_hidden_africa|_africa|q10COL6_hidden|CURRENCY|Non-listed debt products TOTAL|24_63
q10GRANDTotal_hidden_africa|_africa|q10GRANDTotal_hidden|CURRENCY|TOTAL institutional capital by investor type|24_64
_africa|_africa|||[African strategy] How much institutional capital did your company raise in 2017 by investor domicile (million)?|25
q111_1_africa|_africa|q111_1|CURRENCY|Europe - Non-listed/ commingled real estate funds/private REITs|25_1
q111_2_africa|_africa|q111_2|CURRENCY|Europe - Separate accounts investing directly into real estate|25_2
q111_3_africa|_africa|q111_3|CURRENCY|Europe - Separate accounts investing into indirect vehicles|25_3
q111_4_africa|_africa|q111_4|CURRENCY|Europe - Joint ventures and club deals|25_4
q111_5_africa|_africa|q111_5|CURRENCY|Europe - Funds of funds|25_5
q111_6_africa|_africa|q111_6|CURRENCY|Europe - Non-listed debt products|25_6
q11ROW1_hidden_africa|_africa|q11ROW1_hidden|CURRENCY|Europe TOTAL|25_7
q112_1_africa|_africa|q112_1|CURRENCY|Asia Pacific - Non-listed/ commingled real estate funds/private REITs|25_8
q112_2_africa|_africa|q112_2|CURRENCY|Asia Pacific - Separate accounts investing directly into real estate|25_9
q112_3_africa|_africa|q112_3|CURRENCY|Asia Pacific - Separate accounts investing into indirect vehicles|25_10
q112_4_africa|_africa|q112_4|CURRENCY|Asia Pacific - Joint ventures and club deals|25_11
q112_5_africa|_africa|q112_5|CURRENCY|Asia Pacific - Funds of funds|25_12
q112_6_africa|_africa|q112_6|CURRENCY|Asia Pacific - Non-listed debt products|25_13
q11ROW2_hidden_africa|_africa|q11ROW2_hidden|CURRENCY|Asia Pacific TOTAL|25_14
q113_1_africa|_africa|q113_1|CURRENCY|North America - Non-listed/ commingled real estate funds/private REITs|25_15
q113_2_africa|_africa|q113_2|CURRENCY|North America - Separate accounts investing directly into real estate|25_16
q113_3_africa|_africa|q113_3|CURRENCY|North America - Separate accounts investing into indirect vehicles|25_17
q113_4_africa|_africa|q113_4|CURRENCY|North America - Joint ventures and club deals|25_18
q113_5_africa|_africa|q113_5|CURRENCY|North America - Funds of funds|25_19
q113_6_africa|_africa|q113_6|CURRENCY|North America - Non-listed debt products|25_20
q11ROW3_hidden_africa|_africa|q11ROW3_hidden|CURRENCY|North America TOTAL|25_21
q114_1_africa|_africa|q114_1|CURRENCY|South America - Non-listed/ commingled real estate funds/private REITs|25_22
q114_2_africa|_africa|q114_2|CURRENCY|South America - Separate accounts investing directly into real estate|25_23
q114_3_africa|_africa|q114_3|CURRENCY|South America - Separate accounts investing into indirect vehicles|25_24
q114_4_africa|_africa|q114_4|CURRENCY|South America - Joint ventures and club deals|25_25
q114_5_africa|_africa|q114_5|CURRENCY|South America - Funds of funds|25_26
q114_6_africa|_africa|q114_6|CURRENCY|South America - Non-listed debt products|25_27
q11ROW4_hidden_africa|_africa|q11ROW4_hidden|CURRENCY|South America TOTAL|25_28
q115_1_africa|_africa|q115_1|CURRENCY|Africa - Non-listed/ commingled real estate funds/private REITs|25_29
q115_2_africa|_africa|q115_2|CURRENCY|Africa - Separate accounts investing directly into real estate|25_30
q115_3_africa|_africa|q115_3|CURRENCY|Africa - Separate accounts investing into indirect vehicles|25_31
q115_4_africa|_africa|q115_4|CURRENCY|Africa - Joint ventures and club deals|25_32
q115_5_africa|_africa|q115_5|CURRENCY|Africa - Funds of funds|25_33
q115_6_africa|_africa|q115_6|CURRENCY|Africa - Non-listed debt products|25_34
q11ROW5_hidden_africa|_africa|q11ROW5_hidden|CURRENCY|Africa  TOTAL|25_35
q11COL1_hidden_africa|_africa|q11COL1_hidden|CURRENCY|Non-listed/ commingled real estate funds/private REITs TOTAL|25_36
q11COL2_hidden_africa|_africa|q11COL2_hidden|CURRENCY|Separate accounts investing directly into real estate TOTAL|25_37
q11COL3_hidden_africa|_africa|q11COL3_hidden|CURRENCY|Separate accounts investing into indirect vehicles TOTAL|25_38
q11COL4_hidden_africa|_africa|q11COL4_hidden|CURRENCY|Joint ventures and club deals TOTAL|25_39
q11COL5_hidden_africa|_africa|q11COL5_hidden|CURRENCY|Funds of funds TOTAL|25_40
q11COL6_hidden_africa|_africa|q11COL6_hidden|CURRENCY|Non-listed debt products TOTAL|25_41
q11GRANDTotal_hidden_africa|_africa|q11GRANDTotal_hidden|CURRENCY|TOTAL institutional capital by investor domicle|25_42
